"Timestamp","Sexo","Edad","País","Ocupación","Orientación Sexual","¿Eres segura/seguro de ti mismo?","¿Te sientes segura/seguro estando sola/solo? ","¿Dependes de otras personas para animarte a realizar nuevas actividades?","¿Necesitas saber que hay gente que respalda tu opinión para poder expresarla?","¿Temes por ""terminar solo""? ","De las siguientes características, ¿con cuáles te identificas? ","Te aburres fácilmente.","Te consideras una persona celosa.","Te consideras una persona emocionalmente inestable.","Te consideras una persona ansiosa.","Eres buena/bueno mintiendo","Te gusta sentirte deseada / deseado."," ¿Qué tanto estás dispuesto a soportar maltrato físico o psicológico con tal de que una persona se quede a tu lado?","Cuando estás en una relación, ¿Qué tan a menudo sientes de forma espontánea que la relación va a acabar?","¿Actualmente tienes pareja?","¿Alguna vez has regresado con una ex pareja?","¿Qué le dirías a tu ex pareja si la vieras de nuevo?","¿Cómo sería tu pareja ideal?","¿Alguna vez has sido infiel?","¿Por qué fuiste infiel?","¿Alguna vez te han sido infiel?","Antes de haber sido infiel, ¿a ti te fueron infiel?","¿Has perdonado alguna infidelidad?","¿Te han perdonado alguna infidelidad?","¿Crees en la monogámia?","¿Cuántas parejas has tenido en toda tu vida?","¿Cuáles fueron las principales razónes por las que fuiste infiel?","En promedio, ¿Cuánto dinero le dedicas/dedicabas a tu pareja al mes? ","En promedio, ¿Cuántas horas a la semana pasas/pasabas con tu pareja?","¿Cuánto ha durado tu relación más larga?","¿Consideras que tu pareja te satisface/satisfizo en todos los ámbitos?","¿Tienes relaciones sexuales con personas que no conoces frecuentemente?","Tu pareja te amenaza con dejarte porque no quieres mantener relaciones sexuales con ella/él, tú...","¿Consideras la posibilidad de tener hijos?","¿Por qué te gustaría/no te gustaría tener hijos?","¿Cuántos hijos tienes/te gustaría tener?"
"2021/06/16 2:17:31 pm GMT-5","Masculino","23","México ","Estudiante","Heterosexual","No","Sí","No","Sí","No","Baja autoestima.;Lugar prioritario de la relación.;Necesidad de acceso continuo al compañero.;Deseos de exclusividad.;Déficit de habilidades sociales","5","3","3","4","3","5","3","4","Sí","No","Hola :D","Emocionalmente estable y con sentimientos fuertes hacia mi persona","No","No he sido infiel.","Sí","No he sido infiel.","Sí","No he sido infiel.","Sí","3","No he sido infiel.","600","10","2 meses","Sí","No","Te niegas pero tratas de convencerla/convencerlo de que la amas/lo amas.","No","Libertad de vivir mi vida","0"
"2021/06/16 2:19:12 pm GMT-5","Femenino","27","México ","Profesor","Heterosexual","Sí","Sí","No","No","No","Estado de ánimo disfórico.;Déficit de habilidades sociales","2","1","1","5","4","4","1","1","Sí","Sí","No te me acerques","","Sí","Después de una infidelidad","Sí","Sí","Sí","Sí","Sí","3","Venganza","1000","10","5 años","Sí","No","Te niegas y la/lo dejas.","Tal vez","","2"
"2021/06/16 2:20:37 pm GMT-5","Masculino","22","México ","Estudiante","Heterosexual","Sí","Sí","No","Sí","Sí","Miedo a la soledad.;Necesidad de agradar.;Deseos de exclusividad.","3","3","2","2","4","4","1","4","Sí","Sí","Te extraño, pero me haces daño. Por eso mismo no te volveré a buscar. ","Con responsabilidad afectiva y que tenga claro lo que quiere. ","No","No he sido infiel.","Sí","Me han sido infiel y depués de ello yo NO he sido infiel.","Sí","No he sido infiel.","Sí","3","No he sido infiel.","500","12","3 años ","Sí","Sí","Te niegas pero tratas de convencerla/convencerlo de que la amas/lo amas.","Sí","Porque me gustaría tener una mini versión mía ","3"
"2021/06/16 2:21:13 pm GMT-5","Masculino","19","México","Estudiante","Heterosexual","No","No","Sí","No","No","Baja autoestima.;Estado de ánimo disfórico.;Autoanulación.;Deseos de exclusividad.;Déficit de habilidades sociales","3","3","3","5","2","5","2","1","Sí","Sí","Nada, no tengo intención ni ganas de establecer un diálogo con ella","","No","No he sido infiel.","Sí","Me han sido infiel y depués de ello yo NO he sido infiel.","No","No he sido infiel.","Sí","3","No he sido infiel.","500","12","2 años","Sí","No","Te niegas pero tratas de convencerla/convencerlo de que la amas/lo amas.","Tal vez","Son una responsabilidad muy grande y no estoy seguro de querer comprometerme a eso","2 máx."
"2021/06/16 2:23:11 pm GMT-5","Masculino","19","México ","Estudiante","Heterosexual","No","Sí","Sí","Sí","Sí","Miedo a la soledad.","4","4","4","5","4","4","1","4","Sí","Sí","Nada ","","Sí","Porque me enteré que ella igual lo fue ","Sí","Sí","Sí","No","Sí","6","Porque ella me fue infiel ","1500","18","6 meses ","Sí","No","Te niegas pero tratas de convencerla/convencerlo de que la amas/lo amas.","No","","0"
"2021/06/16 2:23:20 pm GMT-5","Masculino","27","México","Estudiante","Heterosexual","Sí","Sí","No","No","No","Estado de ánimo disfórico.","4","1","2","2","1","2","1","1","Sí","Sí","Hola :v ","No considero que haya una pareja ideal, no pienso en idolatrar algo o a alguien. ","No","No he sido infiel.","Sí","No he sido infiel.","Sí","No he sido infiel.","Sí","7","No he sido infiel.","2000","8","1 año y medio","Sí","No","Te niegas y la/lo dejas.","Tal vez","Alguien con quien compartir","2"
"2021/06/16 2:27:53 pm GMT-5","Masculino","31","México","Trabajador","Heterosexual","Sí","Sí","Sí","No","Sí","Déficit de habilidades sociales","2","3","1","2","3","4","1","3","No","Sí","Hola","Exttovertida","No","No he sido infiel.","No","No he sido infiel.","No me han sido infiel.","No he sido infiel.","Sí","3","No he sido infiel.","1500","10","3 meses","No","No","Aceptas pero sabes que gradualmente eso te desgastará y terminarás dejandola/dejandolo.","Sí","","2"
"2021/06/16 2:28:03 pm GMT-5","Masculino","25","Chile","Estudiante","Demisexual","Sí","Sí","No","No","No","Deseos de exclusividad.;Déficit de habilidades sociales","2","5","4","3","3","5","4","5","No","Sí","Dame a Johan! >:v","Inteligente, comprometida y fuerte mentalmente","No","No he sido infiel.","Sí","No he sido infiel.","Sí","No he sido infiel.","Sí","8","No he sido infiel.","Hasta unos 12mil Pesos Mexicanos","Con la última, más de 80hrs","Casi 4años","No","No","Te niegas y la/lo dejas.","Sí","Quiero que se propague mi buena genética","4 máximo, incluyendo al que ya tengo."
"2021/06/16 2:29:25 pm GMT-5","Femenino","30","México ","Hogar ","Heterosexual","No","Sí","Sí","Sí","No","Déficit de habilidades sociales","1","1","4","5","4","1","1","4","Sí","No","Nada ","La actual ","No","No he sido infiel.","Sí","Me han sido infiel y depués de ello yo NO he sido infiel.","No","No he sido infiel.","Sí","3","No he sido infiel.","Nada ","4","16 años ","Sí","No","Te niegas y la/lo dejas.","Sí","Ya tengo ","1"
"2021/06/16 2:29:53 pm GMT-5","Masculino","31","mexico","Estudiante","Heterosexual","Sí","Sí","No","No","Sí","Miedo a la soledad.;Deseos de exclusividad.;Déficit de habilidades sociales","1","3","2","2","2","4","1","2","Sí","Sí","hola, como has estado?","alguien con quien pueda comunicarme","No","No he sido infiel.","Sí","No he sido infiel.","No","No he sido infiel.","Sí","6","No he sido infiel.","1000","41","1 año","Sí","No","Te niegas pero tratas de convencerla/convencerlo de que la amas/lo amas.","Tal vez","es bonito","3"
"2021/06/16 2:32:26 pm GMT-5","Femenino","26","México","Empleada","Heterosexual","No","Sí","No","No","No","Deseos de exclusividad.","1","3","3","5","3","5","1","1","Sí","Sí","Hola","Responsable afectivamente","Sí","Venganza","No","No","No","No he sido infiel.","No","5","No sé","0","20","5 años ","No","Sí","Te niegas y la/lo dejas.","Sí","Responsabilidades","1 o 2"
"2021/06/16 2:33:34 pm GMT-5","Femenino","24","México ","Empleada","Heterosexual","Sí","Sí","No","No","No","Ocupar un papel inferior en la relación de pareja","3","3","4","3","3","4","5","3","Sí","Sí","Me da gusto que estés muy bien, hasta luego ","Honesto","No","No he sido infiel.","Sí","No he sido infiel.","Sí","No he sido infiel.","No","4","No he sido infiel.","4000","50","5 años ","No","No","Te niegas pero tratas de convencerla/convencerlo de que la amas/lo amas.","Tal vez","","1"
"2021/06/16 2:37:05 pm GMT-5","Femenino","29","Mexico","Administradora de empresa","Heterosexual","Sí","Sí","No","Sí","Sí","Baja autoestima.;Necesidad de agradar.;Déficit de habilidades sociales","2","3","3","2","2","4","2","4","Sí","Sí","La saludaria y ya no hay más que decir ","Que sea estable emocionalmente y que cada vez que tome una decisión considere los pros y contras.","No","No he sido infiel.","Sí","No he sido infiel.","No","No he sido infiel.","Sí","4","No he sido infiel.","1500","Los veia el fin de semana y hablaba con ellos unas 5 hrs a la semana en todas mis  relaciones de pareja","4 años","No","No","Te niegas y la/lo dejas.","Sí","Es parte de plan de vida personal tener hijos ","2 hijos"
"2021/06/16 2:37:50 pm GMT-5","Femenino","20","Mexico ","Estudiante","Heterosexual","No","Sí","Sí","Sí","No","Baja autoestima.;Lugar prioritario de la relación.;Necesidad de acceso continuo al compañero.;Necesidad de agradar.;Deseos de exclusividad.","5","5","5","5","5","5","5","5","No","Sí","Ojalá te hagan sentir lo que le hiciste sentir a mi. ","Linda,guapa, amorosa y cariñosa","Sí","Por qué me pasó lo mismo ","Sí","Sí","Sí","No","Sí","1","Falta de cariño ","Más de 1000","1 o 2","4 años","No","No","Aceptas por miedo a que te deje.","No","Por qué no sería una buena mama","0"
"2021/06/16 2:42:21 pm GMT-5","Masculino","21","México","Estudiante","Homosexual","Sí","Sí","No","No","No","Estado de ánimo disfórico.;Necesidad de agradar.;Deseos de exclusividad.","2","2","3","3","4","2","2","2","No","Sí","Gracias a que me dejaste hacer las cosas mal en ese entonces, soy quien soy ahora y ya no repetiré conductas que me hagan daño.","Un chico atento, tranquilo, con metas claras o al menos aspiración a superarse constantemente. Que busque la estabilidad.","No","No he sido infiel.","Sí","Me han sido infiel y depués de ello yo NO he sido infiel.","Sí","No he sido infiel.","Sí","2","No he sido infiel.","400","12","2 años","No","No","Te niegas pero tratas de convencerla/convencerlo de que la amas/lo amas.","Tal vez","La responsabilidad que implica es mucha.","2"
"2021/06/16 2:42:55 pm GMT-5","Masculino","29","México","Desempleado","Bisexual","No","Sí","No","No","No","Déficit de habilidades sociales","1","1","1","1","5","5","1","1","No","Sí","Hola, como estas??","","Sí","Ya no estaba agusto en la relación, cuando lo fui infiel, supe que ya debería terminarla","No","No","No me han sido infiel.","No","No","4","Ya no habia amor","2000","5","9 meses","Sí","No","Te niegas y la/lo dejas.","Sí","La verdad no quisiera tener hijos, pero si se da el caso no sería algo que no quisiera. Me siento bien estando solo y no considero que un hijo me haga sentirme más pleno.","Si tuviera hijos 3"
"2021/06/16 2:52:15 pm GMT-5","Masculino","30","Mexico","Estudiante","Heterosexual","Sí","Sí","No","No","No","Necesidad de agradar.","3","3","3","3","4","4","2","3","Sí","Sí","Que aclare las cosas","La actual","No","No he sido infiel.","No","No he sido infiel.","No me han sido infiel.","No he sido infiel.","No","3","No he sido infiel.","Nada","10","Cinco años","Sí","No","Aceptas pero sabes que gradualmente eso te desgastará y terminarás dejandola/dejandolo.","Sí","Por simplemente querer","2"
"2021/06/16 2:59:08 pm GMT-5","Masculino","31","México","Director de área en desarrollo de software","Demisexual","Sí","Sí","No","No","No","Déficit de habilidades sociales","1","1","1","2","4","2","1","1","Sí","No","Hola","Alguien que se sienta capaz de hacer lo que quiera","Sí","Gustos con otras personas","Sí","Sí","Sí","No","No","7","Me caían bien las otras personas","Compartimos todos los gastos","Todo el día (pandemia)","8 años","Sí","No","Aceptas pero sabes que gradualmente eso te desgastará y terminarás dejandola/dejandolo.","Sí","Por las risas, preocupaciones y cariño","2"
"2021/06/16 3:07:13 pm GMT-5","Femenino","24","Costa Rica","Administradora de empresas","Heterosexual","No","Sí","No","Sí","No","Baja autoestima.;Deseos de exclusividad.","3","5","4","4","1","1","1","3","No","Sí","Como has estado","Simple y con buen corazón","No","No he sido infiel.","Sí","No","Sí","No he sido infiel.","No","4","No he sido infiel.","50 mil colones de costa rica","Por lo menos 24 hrs","1 año ","No","No","Aceptas pero sabes que gradualmente eso te desgastará y terminarás dejandola/dejandolo.","No","La situación ahora y antes de la pandemia
Tener un hijo hoy en día hay que tener mucho dinero","Quizá si algún día sale por error si tendría 1 y me haría cargo de él o ella"
"2021/06/16 3:09:26 pm GMT-5","Masculino","23","México ","Estudiante","Heterosexual","Sí","Sí","No","No","No","Deseos de exclusividad.;Déficit de habilidades sociales","5","3","1","1","2","1","1","1","Sí","No","Hola","Inteligente, simpática, agradable","No","No he sido infiel.","No","No he sido infiel.","No me han sido infiel.","No he sido infiel.","No","2","No he sido infiel.","3000 ","24","1 año 4 meses","No","No","Te niegas y la/lo dejas.","Sí","Estaría bien","2"
"2021/06/16 3:18:09 pm GMT-5","Femenino","21","Mexico","Trabajador","Heterosexual","Sí","No","Sí","Sí","Sí","Miedo a la soledad.;Lugar prioritario de la relación.;Necesidad de agradar.;Deseos de exclusividad.","3","3","3","4","4","5","1","4","Sí","Sí","Qué suerte en su vida. ","Una persona leal","Sí","Por despecho. ","Sí","Sí","Sí","Sí","Sí","1","Despecho y rencor","5000","24/7","6 años","Sí","No","Te niegas pero tratas de convencerla/convencerlo de que la amas/lo amas.","No","Responsabilidad ","1"
"2021/06/16 3:29:31 pm GMT-5","Masculino","31","Mexico","Medico","Heterosexual","No","Sí","No","No","Sí","Estado de ánimo disfórico.;Ocupar un papel inferior en la relación de pareja","2","1","2","4","2","5","1","2","Sí","Sí","No volveremos ","Cariñosa agradable buena interacción con mi familia y amigos y bonita ","No","No he sido infiel.","No","No","No me han sido infiel.","No he sido infiel.","Sí","4","No he sido infiel.","4000","8","6 meses","No","No","Te niegas pero tratas de convencerla/convencerlo de que la amas/lo amas.","Sí","Tener una familia es una meta que tengo dentro de un plan de vida exitoso","2"
"2021/06/16 3:37:05 pm GMT-5","Masculino","20","México","Estudiante","Heterosexual","Sí","No","Sí","Sí","Sí","Miedo a la soledad.;Necesidad de acceso continuo al compañero.;Deseos de exclusividad.","3","5","4","4","5","5","2","5","No","No","nada","Atenta y que me respete","Sí","por venganza","Sí","Sí","No","No","No","3","No he sido infiel.","200","20","2 años","Sí","Sí","Aceptas pero sabes que gradualmente eso te desgastará y terminarás dejandola/dejandolo.","Sí","para hacer familia","1"
"2021/06/16 4:20:43 pm GMT-5","Masculino","25","México","Estudiante","Heterosexual","Sí","Sí","No","Sí","No","Necesidad de agradar.","5","3","1","5","5","4","1","1","Sí","No","Hola","Alta","No","No he sido infiel.","Sí","Me han sido infiel y depués de ello yo NO he sido infiel.","Sí","No he sido infiel.","Sí","10","No he sido infiel.","1000","48","6 años","Sí","No","Te niegas y la/lo dejas.","Sí","Pues para tener una familia ","3"
"2021/06/16 5:16:12 pm GMT-5","Masculino","30","Argentina","Empleado","Heterosexual","Sí","Sí","Sí","No","No","Lugar prioritario de la relación.","1","1","1","2","5","5","1","4","No","No","Hola, como estás tanto tiempo?","Compañera, dulce y muy alegre","No","No he sido infiel.","No","No he sido infiel.","No me han sido infiel.","No he sido infiel.","Sí","1","No he sido infiel.","Ni idea.","40","Año y medio","No","No","Te niegas pero tratas de convencerla/convencerlo de que la amas/lo amas.","Sí","Porque me gustaría formar una familia","1 o 2"
"2021/06/16 5:52:45 pm GMT-5","Femenino","22","México","Estudiante","Heterosexual","No","Sí","Sí","Sí","Sí","Baja autoestima.;Miedo a la soledad.;Lugar prioritario de la relación.;Necesidad de acceso continuo al compañero.;Necesidad de agradar.;Deseos de exclusividad.;Déficit de habilidades sociales","2","4","2","5","1","5","2","4","No","Sí","Hola ¿cómo estás?","Fiel, detallista, atento, respetuoso, que le guste pasar tiempo conmigo, que tengamos planes juntos","No","No he sido infiel.","Sí","Me han sido infiel y depués de ello yo NO he sido infiel.","No","No he sido infiel.","Sí","3","No he sido infiel.","1200","5","2 años con 7 meses","Sí","No","Te niegas pero tratas de convencerla/convencerlo de que la amas/lo amas.","No","","0"
"2021/06/16 5:59:18 pm GMT-5","Femenino","26","México ","Estudiante","Bisexual","No","Sí","Sí","Sí","No","Baja autoestima.;Déficit de habilidades sociales;Ocupar un papel inferior en la relación de pareja","2","2","4","4","2","4","2","4","No","No","Nada","Inteligente, dedicada, que me motive a muchas cosas. Y me haga sentir especial. ","Sí","Venganza","Sí","No","No","No","Sí","Oficiales 3","Solo para vengarme de la infidelidad ","500 (creo) ","10","3 años","No","Sí","Te niegas y la/lo dejas.","Tal vez","No es algo que me desagrade ","1"
"2021/06/16 6:03:44 pm GMT-5","Femenino","31","México ","Investigador ","Heterosexual","Sí","Sí","No","Sí","No","Baja autoestima.;Deseos de exclusividad.;Déficit de habilidades sociales","4","3","1","4","1","4","1","3","Sí","Sí","Gracias por las enseñanzas ","No tengo ideales","Sí","No hubo razón ","Sí","Sí","Sí","Sí","Sí","4","Razones ilogicas","Cero pesos","24","5 años","Sí","No","Te niegas y la/lo dejas.","Sí","Porque me parece una experiencia digna de vivir ","2"
"2021/06/16 6:39:06 pm GMT-5","Masculino","24","México ","Empleado","Heterosexual","Sí","Sí","No","No","No","Necesidad de agradar.;Déficit de habilidades sociales","2","5","3","1","5","5","1","4","No","Sí","Como has estado?","Mismos gustos","No","No he sido infiel.","No","Me han sido infiel y depués de ello yo NO he sido infiel.","No me han sido infiel.","No he sido infiel.","Sí","7","No he sido infiel.","1000","24","2 años 7 meses","Sí","No","Aceptas pero sabes que gradualmente eso te desgastará y terminarás dejandola/dejandolo.","Tal vez","No es mi prioridad ","1"
"2021/06/16 6:58:31 pm GMT-5","Masculino","30","México","Empresario","Heterosexual","Sí","Sí","No","No","No","Déficit de habilidades sociales","5","1","3","4","1","4","1","1","No","Sí","Hola","Como yo pero en hembra","No","No he sido infiel.","No","No he sido infiel.","No me han sido infiel.","No he sido infiel.","Sí","69","No he sido infiel.","10000","12","6 años","Sí","No","Te niegas pero tratas de convencerla/convencerlo de que la amas/lo amas.","Sí","Por qué si","2"
"2021/06/16 7:12:00 pm GMT-5","Femenino","21","Mexico","Trabajador","Heterosexual","Sí","No","Sí","Sí","Sí","Miedo a la soledad.;Lugar prioritario de la relación.;Necesidad de agradar.;Deseos de exclusividad.","3","3","3","4","4","5","1","4","Sí","Sí","Qué suerte en su vida. ","Una persona leal","Sí","Por despecho. ","Sí","Sí","Sí","Sí","Sí","1","Despecho y rencor","5000","24/7","6 años","Sí","No","Te niegas pero tratas de convencerla/convencerlo de que la amas/lo amas.","No","Responsabilidad ","1"
"2021/06/16 7:27:18 pm GMT-5","Femenino","19","México","Estudiante","Bisexual","No","Sí","No","No","No","Baja autoestima.;Déficit de habilidades sociales","3","2","1","3","3","2","1","2","No","No","Que la perdono por sus acciones indiferentes a mí y que espero y pueda solucionar sus problemas consigo misma para que pueda querer a alguien realmente son problemas ","Realmente no sé, creo que alguien igual de firme en sus decisiones y seguro de si mismo o al menos uno en la relación debe de serlo para que de alguna forma si la otra persona no está al 100 seguro de si mismo poderle aportar esa confianza que necesita ","No","No he sido infiel.","No","No he sido infiel.","No me han sido infiel.","No he sido infiel.","Sí","2","No he sido infiel.","La verdad no tengo ni la cuenta ","Prácticamente diario hablaba con ambas pero en persona creo que de 3 a 4 días a la semana","3 años","No","No","Te niegas y la/lo dejas.","No","Porque ya hay mucha población en si, porque no me veo capaz de poder cuidar de un hijo y porque quiero disfrutar mi vida para mí y tal vez mi futura pareja, simplemente no estoy hecha para ser madre ","0"
"2021/06/16 7:35:36 pm GMT-5","Masculino","31","México","Trabajador","Heterosexual","Sí","Sí","No","No","No","Déficit de habilidades sociales","2","1","2","2","2","2","1","1","No","No","Hola, ¿cómo estás?","Inteligente, divertida, leal, honesta, un poco vanidosa, ","No","No he sido infiel.","No","No","No me han sido infiel.","No he sido infiel.","Sí","8","No he sido infiel.","2000","100","2 años","Sí","No","Aceptas pero sabes que gradualmente eso te desgastará y terminarás dejandola/dejandolo.","Tal vez","Es una decisión de dos y se necesita estabilidad económica y emocional","1 o 2"
"2021/06/16 7:45:13 pm GMT-5","Masculino","19","México ","Estudiante","Heterosexual","No","Sí","Sí","Sí","Sí","Miedo a la soledad.","4","4","4","5","4","4","1","4","Sí","Sí","Nada ","","Sí","Porque me enteré que ella igual lo fue ","Sí","Sí","Sí","No","Sí","6","Porque ella me fue infiel ","1500","18","6 meses ","Sí","No","Te niegas pero tratas de convencerla/convencerlo de que la amas/lo amas.","No","","0"
"2021/06/16 7:57:53 pm GMT-5","Masculino","25","México ","Estudiante","Heterosexual","Sí","Sí","No","No","Sí","Déficit de habilidades sociales","3","2","1","3","5","3","1","1","No","No","Hola. ¿Cómo va todo? ¡Que gusto verte! ","No tengo una pareja ideal. ","No","No he sido infiel.","Sí","No he sido infiel.","Sí","No he sido infiel.","Sí","2","No he sido infiel.","3500","50","3 años y medio ","No","No","Te niegas y la/lo dejas.","Tal vez","Nunca digas nunca. ","No lo sé."
"2021/06/16 8:12:35 pm GMT-5","Femenino","29","Mexico ","Manicurista","Heterosexual","Sí","Sí","Sí","No","No","Necesidad de acceso continuo al compañero.;Déficit de habilidades sociales","2","5","5","3","1","5","2","5","Sí","Sí","Hola","Buena persona ","Sí","No he sido infiel.","Sí","Sí","Sí","Sí","Sí","5","Gusto","500","5","4 años","No","No","Te niegas y la/lo dejas.","Sí","","Tengo 2"
"2021/06/16 9:27:53 pm GMT-5","Masculino","21","Mexico","Estudiante","Heterosexual","Sí","Sí","No","No","No","Autoanulación.;Déficit de habilidades sociales","2","2","2","2","2","2","1","2","Sí","No","¿hola como te va?","que se respetara y ofreciera su amor incondicional","No","No he sido infiel.","Sí","No he sido infiel.","No","No he sido infiel.","No","2","No he sido infiel.","100","0.0","1 año","No","No","Te niegas pero tratas de convencerla/convencerlo de que la amas/lo amas.","Tal vez","me seria interesante ","2"
"2021/06/16 9:55:20 pm GMT-5","Masculino","21","México ","Estudiante","Heterosexual","Sí","Sí","No","No","No","Déficit de habilidades sociales","2","1","1","1","2","1","1","2","Sí","No","Nada.","","No","No he sido infiel.","No","No he sido infiel.","No me han sido infiel.","No he sido infiel.","Sí","5","No he sido infiel.","700","12","3 años y sigue.","Sí","No","Te niegas pero tratas de convencerla/convencerlo de que la amas/lo amas.","Sí","","2"
"2021/06/16 10:13:16 pm GMT-5","Masculino","20","México","Estudiante","Heterosexual","No","Sí","No","Sí","No","Baja autoestima.;Estado de ánimo disfórico.;Lugar prioritario de la relación.;Necesidad de acceso continuo al compañero.;Autoanulación.;Necesidad de agradar.;Déficit de habilidades sociales","5","3","4","5","4","5","3","5","No","No","¿Podemos seguir como amigos como si nada hubiera pasado entré nosotros?","Cariñosa, atenta, divertida, amable, fiel, sincera, directa, honesta, con madurez","No","No he sido infiel.","Sí","No he sido infiel.","No","No he sido infiel.","Sí","5","No he sido infiel.","900","22.5","6 meses","No","No","Te niegas pero tratas de convencerla/convencerlo de que la amas/lo amas.","Sí","Vivir la experiencia","Me gustaría tener 3"
"2021/06/17 10:13:44 am GMT-5","Masculino","18","los santos","Estudiante","Heterosexual","Sí","Sí","Sí","No","No","Estado de ánimo disfórico.","5","5","3","3","3","5","2","3","No","Sí","más allá de un hola pues nada","ni idea la verdad","Sí","venganza xD","Sí","Sí","No","No","Sí","ligues cuentan o solo oficialmente?","ella me fuera infiel y tras ella dar posibles señales de infidelidad y hacerme enojar decidí igualar un poco el marcador","no sabría decir, varía por un acuerdo que suelo proponer xD","en persona o por texto y llamadas?","como 4 meses ","Sí","No","Te niegas pero tratas de convencerla/convencerlo de que la amas/lo amas.","Tal vez","son una molestia y un gasto tremendo","preferiría tener gatos y talvez un perro"
"2021/06/17 12:35:01 pm GMT-5","Femenino","26","México ","Enfermera ","Heterosexual","Sí","Sí","Sí","No","No","Estado de ánimo disfórico.;Lugar prioritario de la relación.;Necesidad de acceso continuo al compañero.","3","5","4","4","3","3","3","2","Sí","Sí","Nada ","La tengo conmigo, atento cariñoso, sincero y con visión ","No","No he sido infiel.","Sí","No he sido infiel.","No","No he sido infiel.","No","4","No he sido infiel.","1500","50","3 años ","Sí","No","Te niegas y la/lo dejas.","Tal vez","Tal vez me gustaría porque aveces son lindos ","2"
"2021/06/17 1:48:16 pm GMT-5","Femenino","21","Mexico","Trabajador","Heterosexual","Sí","No","Sí","Sí","Sí","Miedo a la soledad.;Lugar prioritario de la relación.;Necesidad de agradar.;Deseos de exclusividad.","3","3","3","4","4","5","1","4","Sí","Sí","Qué suerte en su vida. ","Una persona leal","Sí","Por despecho. ","Sí","Sí","Sí","Sí","Sí","1","Despecho y rencor","5000","24/7","6 años","Sí","No","Te niegas pero tratas de convencerla/convencerlo de que la amas/lo amas.","No","Responsabilidad ","1"
"2021/06/17 11:01:56 pm GMT-5","Femenino","21","México","Estudiante","Bisexual","Sí","Sí","No","No","Sí","Miedo a la soledad.;Lugar prioritario de la relación.;Necesidad de acceso continuo al compañero.;Déficit de habilidades sociales","4","2","1","3","4","5","1","2","No","No","Que me enseñó mucho y por eso lo aprecio ","Estoy trabajando en no idealizar a mis parejas ","Sí","Porque era infantil y no entendía de responsabilidad afectiva","No","No","No","No","Sí","9","Me enamoré de otra persona ","800","12","Dos años y medio","Sí","No","Te niegas y la/lo dejas.","No","No quisiera tener un hijo en este país","Ninguno"
"2021/06/18 12:09:16 am GMT-5","Femenino","21","México","Estudiante","Indefinida","No","Sí","No","Sí","No","Baja autoestima.;Estado de ánimo disfórico.;Autoanulación.;Necesidad de agradar.;Deseos de exclusividad.;Déficit de habilidades sociales","3","4","5","5","2","3","4","1","No","No","No he tenido pareja","Sólo alguien buenx que me entienda ","No","No he sido infiel.","No","No","No me han sido infiel.","No he sido infiel.","Sí","Ninguna","No he sido infiel.","X","X","X","No","No","Te niegas y la/lo dejas.","No","No me cuido ni a mí xd","Ninguno"
